times,x_pos,y_pos,z_pos
4.118169784545898,-0.893,-8.423,95.13
4.266558885574341,-0.353,-8.368,97.382
4.41658091545105,0.219,-8.132,100.194
4.560204029083252,0.808,-7.756,103.761
4.705423831939697,1.441,-7.355,108.516
4.851489067077637,2.14,-7.05,112.677
4.997551918029785,2.795,-6.754,117.197
5.143671035766602,3.84,-5.968,122.615
5.290858030319214,4.601,-5.58,126.636
5.438959836959839,5.425,-5.35,131.003
5.590111970901489,6.192,-5.2,134.862
5.739892959594727,6.835,-5.223,138.778
5.889580011367798,7.678,-5.288,142.307
6.040297985076904,8.301,-5.389,146.335
6.189603805541992,8.741,-5.59,150.154
6.380887031555176,8.922,-6.178,154.243
6.528624773025513,8.728,-6.936,155.969
6.676279783248901,8.152,-7.395,156.29
6.822886943817139,7.55,-7.666,155.552
6.9693639278411865,7.168,-7.874,154.67
7.116825819015503,6.383,-7.865,153.868
7.263276815414429,6.215,-7.948,152.954
7.4092888832092285,5.163,-8.034,151.867
7.5573670864105225,4.99,-8.378,150.218
7.706248998641968,4.882,-8.79,149.245
7.785101652145386,4.869,-9.035,148.666
7.931051015853882,4.775,-9.144,147.896
8.082423686981201,4.962,-8.827,148.377
8.229394912719727,5.435,-9.195,148.978
8.376302719116211,6.056,-10.517,150.207
8.52293086051941,6.202,-12.921,150.915
8.673573732376099,7.262,-13.1,150.915
8.821570634841919,9.308,-17.075,151.377
8.971211910247803,11.079,-21.209,151.313
9.121001958847046,13.469,-26.708,151.254
9.272687911987305,16.795,-32.275,151.258
9.418613910675049,20.802,-37.781,151.151
9.569375991821289,23.855,-43.303,151.433
9.71823000907898,24.955,-48.56,151.424
9.868245840072632,26.496,-52.245,151.409
10.017204999923706,26.769,-55.701,151.411
10.165897846221924,29.199,-58.87,151.123
10.31530499458313,30.35,-63.748,151.037
10.458630800247192,30.52,-64.208,151.037
10.604434967041016,32.475,-73.428,150.857
10.752683877944946,33.587,-76.983,151.149
10.89998984336853,35.533,-80.63,151.526
11.04747486114502,36.986,-84.594,152.12
11.19544768333435,37.85,-89.242,152.815
11.346106767654419,38.87,-94.23,153.023
11.495612859725952,40.07,-98.56,152.479
11.643290758132935,41.651,-101.11,151.503
11.789312839508057,43.054,-102.436,150.708
11.935170650482178,44.11,-103.996,149.883
12.084161758422852,45.272,-106.423,80.427
12.232173681259155,46.831,-109.868,81.237
12.37398386001587,49.347,-113.031,81.842
12.521878004074097,49.725,-114.824,82.485
12.668212890625,52.521,-117.407,83.002
12.818253755569458,55.006,-120.248,83.699
12.963767766952515,55.243,-122.852,84.099
13.109147787094116,56.626,-126.511,84.448
13.256250858306885,60.711,-129.31,84.614
13.404528856277466,63.274,-131.504,84.76
13.551545858383179,63.401,-133.064,84.786
13.70042085647583,63.36,-133.918,84.685
13.844128847122192,64.397,-134.791,84.709
13.989882707595825,67.942,-138.318,84.79
14.140509843826294,70.442,-141.548,84.988
14.28927493095398,71.771,-144.439,85.213
14.435458660125732,72.272,-146.755,85.321
14.583869934082031,74.231,-149.369,85.611
14.731537818908691,76.603,-152.537,86.506
14.880981922149658,79.493,-155.913,88.196
15.030935049057007,81.846,-158.465,86.298
15.175363779067993,83.259,-159.932,85.951
15.325142860412598,85.397,-162.307,85.683
15.472959995269775,88.718,-166.97,85.401
15.619051933288574,92.615,-171.771,156.27
15.764183759689331,94.955,-174.748,155.841
15.91408371925354,96.619,-176.847,155.83
16.060133934020996,98.984,-179.578,156.169
16.21082592010498,99.402,-179.841,156.169
16.360352039337158,102.959,-185.194,156.955
16.510151863098145,104.717,-188.273,156.869
16.66065001487732,106.351,-191.237,156.577
16.810181856155396,107.837,-193.942,156.224
16.96018385887146,109.609,-197.103,155.979
17.111247777938843,111.301,-200.15,155.443
17.2615807056427,112.694,-202.99,155.324
17.406216859817505,114.096,-205.54,155.446
17.556257963180542,116.0,-209.068,155.128
17.7062349319458,117.297,-213.041,154.985
17.855981826782227,118.541,-216.75,155.516
18.00596785545349,120.328,-219.193,155.571
18.15627694129944,123.719,-221.633,156.049
18.303842782974243,126.78,-223.366,156.249
18.45039987564087,128.606,-225.927,156.144
18.59747576713562,130.188,-229.001,156.382
18.746630907058716,131.83,-232.009,156.763
18.895787954330444,133.574,-234.34,156.682
19.039691925048828,135.225,-235.89,156.394
19.183963775634766,137.098,-237.797,155.876
19.33084273338318,137.446,-240.349,155.616
19.47708487510681,141.531,-244.217,155.577
19.621360778808594,143.477,-248.343,155.54
19.767237901687622,145.228,-252.196,155.538
19.915448665618896,147.371,-253.898,155.613
20.063398838043213,149.755,-255.822,155.34
20.21245789527893,152.26,-257.781,155.219
20.356438875198364,152.461,-259.511,155.381
20.501633644104004,156.343,-261.733,155.358
20.650547981262207,158.674,-264.588,155.02
20.799752950668335,160.762,-267.517,154.639
20.942743062973022,162.632,-269.797,154.295
21.089442014694214,162.987,-271.729,154.187
21.23935103416443,167.183,-273.541,154.446
21.385971784591675,169.301,-275.498,155.009
21.533763885498047,171.09,-277.651,155.163
21.68391990661621,173.053,-279.893,154.973
21.834819793701172,175.035,-282.038,154.79
21.985177755355835,176.689,-284.042,154.56
22.13495683670044,178.2,-285.857,154.5
22.27912187576294,179.857,-287.718,153.994
22.425169944763184,181.577,-289.503,154.868
22.572104930877686,183.353,-291.374,154.918
22.71835970878601,185.009,-293.407,154.974
22.865845918655396,186.719,-295.697,154.812
23.01449704170227,187.028,-297.547,153.958
23.15944766998291,189.889,-299.274,151.753
23.30550980567932,190.088,-299.395,150.388
23.44784688949585,192.184,-303.192,149.798
23.597104787826538,193.566,-306.302,87.901
23.742308855056763,195.049,-309.466,88.473
23.8911349773407,196.93,-312.434,88.997
24.0377779006958,194.157,-315.091,89.501
24.184369802474976,194.036,-316.25,89.857
24.332295894622803,198.733,-317.768,90.206
24.479971885681152,201.531,-320.075,90.791
24.63097882270813,202.299,-322.238,91.324
24.7797110080719,202.893,-323.589,91.81
