times,x_pos,y_pos,z_pos
4.117232322692871,7.106,-1.805,98.881
4.261740207672119,5.824,-2.268,101.833
4.414079189300537,5.608,-2.908,103.056
4.558168172836304,4.542,-3.411,105.706
4.704971075057983,4.479,-3.889,109.542
4.848316192626953,4.562,-4.299,113.415
4.996822118759155,4.866,-4.419,117.958
5.141030311584473,5.193,-4.41,123.346
5.290591239929199,5.275,-4.262,127.518
5.4374940395355225,5.358,-4.039,131.865
5.587176322937012,5.621,-3.701,136.182
5.736591100692749,5.934,-3.4,140.789
5.8833301067352295,6.263,-3.216,145.179
6.030224323272705,6.69,-3.185,149.866
6.180974245071411,6.433,-3.612,154.27
6.371681213378906,5.608,-3.743,160.868
6.515907287597656,5.502,-3.784,163.75
6.669008255004883,5.039,-3.897,165.389
6.817514181137085,4.233,-4.156,165.161
6.963464260101318,3.762,-4.861,164.986
7.108138084411621,3.689,-5.389,164.589
7.254975080490112,3.768,-5.845,164.387
7.401011228561401,4.162,-5.996,163.654
7.5479302406311035,4.416,-5.616,162.63
7.691638231277466,4.434,-5.101,162.531
7.839811086654663,4.5,-5.077,162.531
7.991168022155762,4.5,-5.077,160.035
8.137157201766968,3.849,-3.584,159.439
8.286139249801636,3.427,-3.215,158.706
8.435753345489502,2.747,-2.776,157.362
8.581521272659302,2.513,-2.613,156.455
8.72947096824646,2.878,-2.766,155.782
8.877119064331055,3.495,-2.975,154.453
9.026140213012695,4.072,-3.087,153.748
9.17264723777771,4.486,-3.459,152.936
9.321186065673828,4.526,-4.085,152.017
9.467589139938354,4.908,-4.468,151.288
9.618621349334717,5.002,-4.734,150.781
9.763548374176025,5.018,-4.921,149.747
9.846012353897095,5.019,-4.916,149.182
9.991876125335693,4.996,-5.119,148.768
10.142091035842896,5.199,-5.718,149.736
10.29150915145874,5.423,-8.16,151.124
10.441202402114868,7.726,-11.172,152.023
10.588531255722046,8.46,-15.083,153.118
10.738977193832397,9.787,-21.026,153.915
10.887630224227905,11.64,-27.237,154.503
11.038910388946533,15.003,-33.702,154.244
11.184455394744873,19.87,-40.652,154.486
11.335622310638428,24.485,-47.561,153.946
11.480746030807495,27.0,-54.432,153.308
11.624275207519531,27.311,-54.989,152.692
11.772047281265259,31.186,-67.978,152.412
11.917651414871216,34.553,-74.669,152.523
12.067644357681274,39.653,-81.86,153.066
12.213585376739502,44.517,-88.809,154.137
12.359612226486206,47.985,-95.551,154.102
12.509154081344604,49.878,-102.183,153.334
12.658522129058838,51.736,-107.546,152.543
12.803590297698975,54.175,-111.624,151.713
12.953862190246582,57.328,-115.641,151.49
13.104554176330566,60.137,-119.824,81.452
13.25097918510437,63.721,-125.504,81.716
13.396955251693726,65.804,-129.059,81.936
13.548955202102661,66.456,-130.771,82.044
13.698991298675537,73.896,-135.414,82.127
13.845425367355347,79.183,-142.06,82.414
13.992067098617554,80.718,-148.89,83.359
14.137282133102417,82.013,-156.347,84.665
14.287907123565674,83.618,-160.475,85.098
14.435848236083984,88.19,-167.755,85.448
14.583223104476929,93.327,-175.347,153.083
14.733510255813599,94.159,-182.07,152.82
14.879363298416138,100.796,-188.785,152.802
15.026287317276001,103.085,-195.352,152.435
15.174850225448608,105.909,-201.618,151.755
15.320359230041504,110.042,-207.885,150.677
15.467607259750366,115.23,-213.848,150.301
15.618345260620117,119.969,-220.853,150.477
15.766027212142944,123.478,-227.116,150.979
15.91550898551941,125.703,-233.125,151.297
16.066521167755127,125.907,-239.038,151.69
16.212274312973022,132.281,-244.587,151.727
16.358201265335083,137.667,-250.754,151.586
16.508820295333862,142.656,-257.101,151.426
16.657458305358887,146.328,-262.972,151.273
16.80501627922058,148.659,-268.148,151.208
16.950406312942505,151.189,-273.029,151.056
17.10000514984131,155.015,-278.634,150.556
17.246934175491333,160.148,-284.945,149.971
17.392778158187866,164.81,-291.135,150.23
17.543090343475342,168.056,-297.057,150.957
17.688375234603882,170.003,-302.905,151.417
17.835822105407715,172.34,-308.961,151.162
17.984280109405518,175.687,-314.811,150.834
18.13425612449646,180.558,-321.158,150.638
18.284286975860596,185.164,-327.0,150.258
18.43126606941223,187.788,-333.115,150.464
18.58017110824585,189.557,-339.632,149.952
18.724700212478638,191.651,-344.913,148.769
18.875080347061157,192.037,-348.785,148.18
19.02426528930664,197.442,-352.066,147.835
19.174874305725098,200.228,-355.482,75.908
19.32124638557434,202.683,-359.783,76.573
19.465795278549194,204.461,-363.182,77.183
19.613317251205444,206.162,-366.007,77.607
19.76272225379944,210.198,-372.67,77.922
19.90930414199829,215.588,-379.242,78.207
20.05960440635681,221.07,-384.977,78.419
20.20956015586853,223.211,-387.681,78.414
20.359628200531006,223.393,-389.226,79.116
20.508186101913452,226.01,-394.987,80.469
20.658692121505737,231.437,-404.267,81.765
20.80814003944397,236.465,-411.834,82.874
20.957763195037842,237.346,-416.421,147.428
21.108189344406128,242.338,-421.069,146.755
