times,x_pos,y_pos,z_pos
4.109870910644531,8.085,1.465,89.713
4.300160884857178,8.081,1.392,92.371
4.445950984954834,7.896,-0.734,93.439
4.593719959259033,7.88,-0.827,93.439
4.75091814994812,7.672,-1.981,97.411
4.892376899719238,7.788,-2.445,100.038
5.042344808578491,7.832,-2.813,102.932
5.191857814788818,8.424,-2.831,102.932
5.337937116622925,9.839,-3.194,109.014
5.483996868133545,10.515,-3.298,111.841
5.6288816928863525,11.337,-3.284,114.413
5.775057792663574,12.184,-3.459,117.263
5.937770843505859,13.306,-3.629,119.982
6.0844268798828125,14.571,-3.705,122.348
6.23288893699646,15.53,-3.817,125.26
6.376834869384766,15.773,-3.901,127.605
6.5251359939575195,15.568,-4.115,130.218
6.675139904022217,15.272,-4.099,132.698
6.823919057846069,14.862,-3.926,134.55
6.967351913452148,14.591,-3.854,137.15
7.111404895782471,14.552,-3.796,139.273
7.256034851074219,14.133,-3.88,141.347
7.401685953140259,13.409,-3.875,143.663
7.54878306388855,12.267,-3.899,146.029
7.694514751434326,12.138,-3.914,146.029
7.84208607673645,10.791,-3.89,150.619
8.029534816741943,9.841,-3.76,153.313
8.172942876815796,9.08,-3.713,153.936
8.316736936569214,8.454,-3.618,153.207
8.466604948043823,7.807,-3.737,151.011
8.613041162490845,7.74,-3.781,148.421
8.831048965454102,7.347,-4.041,144.977
8.98055911064148,8.397,-4.091,143.543
9.127522945404053,8.966,-4.271,142.362
9.275002002716064,19.071,-4.181,141.607
9.421058893203735,25.144,-4.21,141.089
9.568241834640503,33.303,-4.418,141.472
9.71483588218689,35.003,-4.6,142.224
9.862818956375122,55.882,-4.735,142.653
10.010732889175415,57.755,-4.571,142.934
10.159866094589233,79.726,-4.768,142.944
10.302676916122437,91.827,-4.666,142.939
10.448282957077026,103.77,-4.6,142.894
10.591820001602173,115.463,-4.573,142.928
10.736037969589233,127.255,-4.542,143.049
10.880319833755493,138.254,-4.587,143.141
11.02605414390564,148.744,-4.508,143.384
11.173201084136963,159.409,-4.437,143.546
11.314876079559326,160.244,-4.358,143.725
11.462374687194824,181.197,-4.251,143.921
11.608449935913086,192.467,-4.266,144.053
11.754278898239136,202.368,-4.302,144.103
11.897242069244385,211.093,-4.23,144.464
12.044003963470459,220.39,-4.358,144.887
12.190982103347778,230.919,-4.326,145.339
12.337009906768799,242.542,-4.329,145.705
12.483962059020996,254.0,-4.276,145.755
12.62934684753418,264.064,-4.141,145.869
12.775092840194702,272.861,-4.187,145.649
12.922040939331055,282.053,-4.214,145.93
13.069058895111084,283.847,-4.223,146.291
13.216430902481079,304.388,-4.151,146.674
13.3626708984375,315.437,-4.127,146.673
13.508472919464111,324.396,-4.129,146.619
13.654545783996582,333.117,-4.109,146.646
13.801150798797607,342.172,-4.08,146.379
13.94177770614624,351.431,-4.22,145.925
16.213372707366943,387.286,-3.309,142.953
16.362534046173096,387.47,-4.372,143.467
16.504602909088135,387.529,-6.481,143.58
16.652761936187744,388.006,-10.431,143.887
16.798269748687744,388.246,-16.936,143.639
16.945165872573853,388.267,-23.245,143.593
17.09169292449951,388.5,-30.795,143.731
17.23598289489746,388.526,-40.382,143.834
17.38402509689331,388.597,-52.997,144.036
17.528037071228027,388.532,-64.663,143.595
17.677829027175903,388.499,-77.018,143.131
17.825236797332764,388.512,-89.505,142.641
17.97230577468872,388.484,-100.805,142.285
