times,x_pos,y_pos,z_pos
4.112221956253052,7.922,-1.419,96.905
4.256978988647461,6.874,-2.382,98.501
4.407527923583984,6.09,-3.138,101.124
4.55482816696167,5.456,-3.598,104.927
4.70231294631958,4.857,-3.84,109.23
4.850999116897583,4.135,-3.975,113.566
5.001378059387207,3.762,-4.006,118.461
5.150540113449097,3.197,-4.046,123.778
5.295760154724121,2.706,-4.066,128.398
5.446092128753662,2.412,-4.063,132.468
5.596337080001831,2.029,-4.062,136.742
5.741440057754517,1.997,-4.115,140.742
5.889041900634766,2.338,-4.394,144.968
6.038008213043213,2.932,-4.356,148.889
6.186700105667114,3.417,-4.337,153.47
6.37834906578064,3.834,-3.928,158.915
6.524641036987305,4.277,-3.54,161.556
6.669936895370483,4.55,-3.146,163.015
6.819882154464722,4.66,-2.757,162.75
6.969242095947266,4.369,-2.403,162.172
7.119098901748657,4.261,-2.077,161.306
7.269181966781616,3.765,-1.766,161.243
7.416764974594116,3.493,-1.98,160.032
7.562150955200195,3.525,-2.617,158.816
7.712975263595581,3.88,-3.11,156.933
7.863749265670776,4.401,-3.232,155.574
8.00810718536377,4.884,-3.35,154.303
8.153999090194702,5.142,-3.49,152.751
8.300814151763916,5.691,-4.019,150.891
8.445780992507935,5.784,-4.509,148.709
8.524723052978516,5.987,-4.606,147.496
8.66975212097168,5.338,-5.249,146.18
8.816164255142212,5.715,-5.958,146.316
8.960555076599121,7.136,-7.978,146.964
9.106406927108765,8.287,-10.62,147.257
9.250017166137695,9.065,-15.099,147.251
9.396095037460327,10.358,-20.616,147.265
9.544002056121826,12.691,-26.368,147.857
9.694079160690308,17.193,-32.758,148.044
9.84117317199707,21.906,-39.047,148.344
9.988456010818481,26.337,-45.582,148.7
10.137582063674927,29.515,-52.435,149.292
10.286627054214478,31.707,-59.234,149.309
10.434154987335205,34.426,-65.321,149.756
10.582010984420776,39.146,-72.966,150.139
10.72879409790039,44.36,-79.814,150.622
10.873616218566895,49.07,-86.681,150.773
11.020039081573486,52.25,-92.603,151.729
11.16754412651062,53.485,-96.805,151.959
11.318103075027466,54.862,-100.841,152.096
11.469351053237915,57.572,-105.638,78.576
11.616717100143433,61.327,-111.178,78.119
11.766716003417969,65.824,-116.875,77.514
11.912070989608765,71.843,-124.322,77.133
12.062778949737549,77.713,-129.671,76.879
12.212882995605469,80.024,-136.243,76.641
12.362756252288818,82.668,-140.314,76.623
12.507297039031982,82.756,-141.655,77.27
12.65772294998169,86.815,-147.342,78.566
12.808120250701904,91.468,-155.595,80.859
12.958137273788452,94.337,-161.193,83.06
13.10836410522461,97.351,-168.168,83.903
13.254108905792236,101.175,-175.459,144.97
13.401285886764526,101.854,-182.357,143.521
13.548240184783936,110.679,-189.126,142.49
13.691471099853516,114.298,-195.695,141.332
13.841432094573975,116.139,-201.697,140.024
13.988202095031738,118.168,-208.563,139.454
14.137634038925171,121.276,-215.125,138.87
14.284666299819946,125.955,-221.426,138.357
14.435182094573975,130.677,-227.25,138.168
14.579356908798218,134.228,-233.74,137.995
14.729350090026855,136.486,-239.804,138.021
14.87770700454712,138.621,-245.941,137.458
15.029382944107056,141.764,-251.496,137.181
15.176331043243408,146.483,-258.374,137.002
15.324789047241211,151.147,-264.58,136.843
15.475471258163452,155.242,-270.799,136.639
15.627465009689331,157.799,-276.864,136.965
15.774821281433105,159.896,-283.02,137.518
15.920080184936523,162.491,-288.629,137.73
16.07076907157898,167.142,-294.677,137.943
16.22081208229065,172.145,-301.02,138.363
16.371511220932007,176.72,-307.197,138.572
16.52198314666748,179.774,-313.249,139.053
16.670786142349243,181.898,-319.361,139.545
16.81673812866211,184.236,-325.139,139.166
16.96286702156067,188.144,-330.914,138.218
17.10820722579956,192.879,-336.688,137.024
17.256591081619263,193.509,-337.045,136.22
17.406573057174683,195.785,-343.576,135.745
17.556801080703735,200.568,-348.001,65.323
17.70809507369995,204.382,-353.344,66.009
17.85888695716858,208.303,-358.345,66.863
18.007857084274292,212.023,-364.643,67.453
18.156203031539917,215.742,-370.091,68.005
18.307319164276123,219.379,-375.014,68.288
18.452835083007812,223.516,-380.143,68.468
18.60347294807434,226.063,-383.509,68.663
18.75414204597473,228.196,-388.433,69.433
18.904124975204468,224.684,-392.224,70.839
19.050554990768433,226.065,-396.282,72.298
19.200347900390625,232.534,-403.888,73.996
19.35011315345764,238.938,-411.448,74.498
19.50080895423889,242.618,-418.266,138.03
19.647912979125977,245.09,-424.788,136.541
19.79521894454956,247.906,-431.408,135.298
19.945284128189087,252.283,-437.759,134.17
20.096251010894775,257.15,-443.898,133.698
20.241477251052856,261.977,-450.144,134.18
20.39198112487793,266.461,-456.198,134.091
20.540526151657104,269.559,-461.126,134.044
20.6863272190094,271.509,-465.172,133.384
20.835734128952026,271.729,-468.68,132.298
20.986268997192383,275.859,-474.333,131.428
21.178691148757935,281.925,-484.644,131.57
21.324774980545044,284.118,-489.965,131.865
21.46861696243286,286.783,-492.796,132.104
21.618876934051514,291.733,-494.093,131.55
21.76529097557068,297.175,-495.593,131.273
21.911009073257446,302.052,-496.159,131.047
22.060914039611816,307.461,-496.372,130.863
22.211520195007324,313.142,-496.598,130.96
22.35816192626953,318.558,-496.596,131.091
22.508180141448975,324.124,-496.503,130.927
22.657313108444214,324.988,-496.238,130.682
22.804176092147827,334.276,-495.882,130.553
22.949892282485962,338.986,-495.463,130.685
23.098052263259888,343.218,-495.087,130.707
23.241501092910767,346.226,-494.68,130.601
23.387474060058594,348.478,-494.101,130.573
23.533165216445923,350.887,-493.356,130.679
23.677685022354126,352.212,-492.86,131.071
23.826926231384277,353.115,-492.355,131.529
23.977609157562256,354.019,-492.401,131.746
24.127862215042114,354.897,-492.841,131.93
24.277456283569336,355.145,-493.555,132.217
24.428001165390015,355.157,-495.12,132.417
24.571989059448242,355.122,-496.722,132.157
24.719911098480225,354.881,-497.584,131.936
24.86764121055603,354.217,-498.109,132.052
25.018328189849854,353.696,-498.275,131.643
25.16648507118225,353.626,-498.223,131.514
25.308171033859253,352.642,-498.042,131.362
25.386786222457886,352.538,-497.923,131.432
25.427216291427612,352.134,-497.822,131.379
25.57485604286194,351.803,-497.269,131.577
25.72085404396057,351.615,-496.692,131.145
25.87152910232544,351.584,-496.146,129.87
26.020807027816772,351.419,-495.646,127.529
26.16916823387146,351.41,-495.07,125.295
26.31390118598938,351.364,-494.609,123.287
26.462888956069946,351.553,-494.39,120.912
26.61224913597107,352.082,-494.434,118.606
26.76249599456787,352.569,-494.674,116.499
26.91318416595459,352.637,-494.974,114.434
27.060709238052368,353.31,-495.347,112.145
27.211451053619385,353.556,-495.83,109.734
27.357399225234985,353.718,-496.107,107.45
27.50668215751648,353.758,-496.136,105.058
27.657296895980835,354.506,-497.103,102.784
27.807802200317383,354.722,-497.552,100.7
27.95854902267456,354.851,-497.767,98.187
28.1081120967865,355.058,-498.011,95.656
28.257925987243652,355.201,-498.088,93.22
28.406676054000854,355.273,-497.831,90.745
28.55411410331726,355.15,-497.707,88.438
28.70188021659851,354.854,-497.856,86.045
28.845701932907104,354.554,-498.083,83.898
28.9915189743042,354.226,-498.368,81.171
29.136768102645874,354.184,-498.714,78.748
29.283722162246704,354.052,-499.044,76.341
29.431741952896118,354.075,-499.354,74.046
29.577688217163086,354.176,-499.592,71.24
29.724470138549805,354.293,-499.934,68.771
29.870842218399048,354.336,-500.105,66.143
30.02086091041565,354.507,-500.262,63.407
30.17079997062683,354.679,-500.146,60.769
30.317451000213623,354.795,-499.919,58.139
30.46208691596985,354.675,-499.689,55.484
30.612030029296875,354.66,-499.53,52.697
30.75997495651245,354.539,-499.27,49.811
30.90956211090088,354.453,-499.112,46.958
31.058232069015503,354.451,-499.336,44.337
31.208078145980835,354.521,-499.773,41.417
31.354159116744995,354.881,-500.014,38.372
31.502772092819214,355.226,-500.169,35.432
31.653377056121826,355.688,-500.304,32.324
31.79872703552246,356.03,-500.36,29.34
31.94536519050598,356.424,-500.351,26.24
32.09019112586975,356.951,-500.322,23.061
32.23911809921265,357.528,-500.203,19.848
32.390324115753174,358.02,-499.885,16.523
32.540409088134766,358.426,-499.329,13.218
32.770833015441895,358.48,-498.518,8.373
37.34174919128418,357.43,-496.748,4.898
