times,x_pos,y_pos,z_pos
4.1178529262542725,7.8,-1.216,97.526
4.2659571170806885,7.156,-1.581,99.474
4.414459943771362,6.054,-2.615,101.588
4.560496807098389,5.247,-3.098,104.552
4.707335948944092,5.247,-3.884,109.751
4.8521888256073,2.782,-4.625,113.605
4.998504877090454,2.126,-5.25,118.606
5.148510932922363,1.843,-5.768,123.772
5.294511079788208,1.634,-6.197,127.253
5.444488048553467,1.634,-6.197,127.253
5.594743967056274,2.212,-7.001,136.611
5.744943141937256,2.917,-6.727,140.773
5.895482063293457,3.321,-6.337,145.332
6.04456090927124,3.558,-5.59,149.858
6.192981004714966,4.043,-4.874,154.125
6.381241083145142,4.764,-4.195,159.446
6.528761148452759,5.253,-3.794,161.83
6.690324068069458,5.797,-3.423,162.045
6.836261034011841,6.397,-3.036,161.152
6.984189033508301,6.494,-2.894,160.148
7.135499954223633,7.324,-2.949,159.029
7.286310911178589,7.391,-2.964,158.476
7.436956882476807,7.378,-3.285,157.383
7.586859941482544,6.844,-3.289,156.44
7.7351789474487305,6.407,-3.429,154.973
7.881911993026733,5.763,-3.598,153.296
8.03274917602539,5.719,-3.598,153.296
8.181879043579102,5.719,-3.598,153.296
8.33293604850769,5.719,-3.598,153.296
8.483805894851685,3.584,-4.37,148.458
8.565268993377686,3.499,-4.572,147.612
8.711067914962769,2.912,-5.326,146.762
8.860956907272339,3.729,-5.753,147.275
9.011168003082275,5.074,-7.823,148.104
9.157958984375,5.773,-10.387,148.97
9.308522939682007,6.932,-14.867,149.432
9.4566969871521,8.778,-20.494,149.695
9.60495114326477,12.531,-26.283,150.279
9.75557804107666,17.757,-32.751,150.413
9.903517007827759,22.655,-39.263,150.334
10.053240060806274,27.301,-46.141,151.0
10.203248023986816,31.116,-53.012,151.263
10.353125095367432,33.822,-59.876,151.442
10.498032093048096,34.036,-66.583,151.367
10.64314603805542,41.622,-73.213,151.191
10.793789863586426,47.171,-79.993,151.094
10.944983959197998,52.379,-87.053,151.265
11.092485904693604,56.693,-93.756,150.957
11.23729419708252,58.747,-98.762,150.618
11.384032964706421,59.946,-101.939,150.171
11.536427974700928,62.224,-105.977,78.076
11.682653903961182,62.823,-110.711,78.621
11.829391956329346,68.636,-116.523,79.198
11.977164030075073,69.613,-123.932,79.828
12.127527952194214,74.534,-126.882,80.232
12.277981042861938,76.297,-129.633,80.509
12.42330002784729,78.732,-133.315,80.678
12.57426905632019,78.998,-134.485,80.801
12.723867893218994,79.094,-134.994,80.801
12.865454196929932,85.895,-147.482,82.884
13.010672092437744,92.182,-155.208,84.302
13.156912803649902,96.307,-160.454,85.187
13.303661108016968,102.015,-168.135,152.608
13.449777841567993,107.783,-175.235,151.373
13.59855318069458,112.761,-182.016,150.424
13.74852204322815,115.867,-188.706,149.535
13.894314050674438,118.154,-195.26,148.745
14.045714855194092,121.076,-201.574,148.598
14.192919969558716,125.756,-207.878,147.931
14.339807033538818,130.841,-213.947,147.797
14.485397100448608,135.528,-220.03,147.862
14.634484052658081,136.271,-225.822,147.779
14.781916856765747,141.333,-231.55,147.219
14.931482791900635,143.958,-237.339,147.0
15.07817006111145,148.26,-243.373,146.747
15.22383999824524,153.313,-248.856,146.965
15.371088981628418,158.092,-255.446,147.313
15.518375873565674,158.718,-261.299,147.552
15.665306091308594,163.29,-267.256,147.672
15.815781831741333,165.764,-273.154,147.654
15.9651460647583,170.101,-279.286,147.794
16.11524200439453,175.495,-284.965,147.803
16.2635760307312,180.342,-291.749,147.437
16.414258003234863,183.974,-297.61,147.007
16.559446096420288,184.39,-303.118,147.031
16.70552086830139,188.613,-308.882,146.73
16.855885982513428,192.947,-315.002,146.833
17.002089023590088,198.312,-321.282,147.238
17.152884006500244,203.582,-327.415,147.751
17.302828073501587,206.937,-332.657,148.194
