x_pos,y_pos,z_pos
105.227,1.497,2.878
4.269,0.98,98.116
5.275,0.584,98.376
5.528,0.551,98.376
15.081,-0.168,95.652
21.638,-0.541,94.154
28.882,-0.897,93.179
35.971,-1.386,92.291
43.055,-1.899,91.389
43.724,-2.321,90.955
