x_pos,y_pos,z_pos
-0.823,0.381,88.329
2.691,-0.03,98.157
2.608,-0.142,97.485
4.028,-0.145,97.485
12.987,-0.222,94.855
19.533,-0.116,93.736
26.553,-0.058,92.952
27.226,0.088,92.099
