x_pos,y_pos,z_pos
-4.975,-1.495,90.088
2.003,1.861,98.26
3.13,0.782,98.128
5.604,-0.037,96.168
10.641,-0.185,94.86
16.821,-0.301,93.401
22.963,-0.443,92.268
29.452,-0.471,91.35
30.025,-0.469,90.997
42.126,-0.537,90.85
42.786,-0.53,90.476
54.647,-0.442,90.27
60.72,-0.285,90.318
61.357,-0.105,90.116
72.328,-0.036,90.237
78.109,0.097,90.189
83.822,-0.005,90.172
89.387,0.005,90.152
94.891,-0.071,90.008
100.175,-0.177,90.284
105.475,-0.261,90.719
